"species","decimalLongitude","decimalLatitude","year","coordinateUncertaintyInMeters","basisOfRecord"
"Parthenium hysterophorus",77.31787,28.154412,2019,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.43115,22.974304,2019,400,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.060736,28.1648,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.438107,28.664353,2019,52,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.472133,23.810622,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.342409,26.474588,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.519831,17.397073,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.159714,13.762479,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.206536,28.750409,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.43262,12.435193,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.417103,27.123942,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.21363,30.203585,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.447462,23.491544,2019,40,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.467751,23.804192,2019,46,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.757335,22.804992,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.4937,19.620986,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.928416,25.129273,2019,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.577135,16.862419,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.434425,23.497597,2019,52,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.519831,17.397073,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.240724,17.77291,2019,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.490753,22.586887,2019,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.577145,16.862416,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.447565,23.491649,2019,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.375854,15.26878,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.304536,28.570113,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.416361,20.168401,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.346111,11.000556,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.951678,21.807703,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.708287,20.837329,2019,14,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.416341,20.168425,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.268392,23.581877,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.951678,21.807703,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.240724,17.77291,2019,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.021628,10.991075,2019,732,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.874738,11.41661,2019,57,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.661274,18.164008,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.609263,22.759594,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.703414,28.206547,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.530175,17.681978,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.004486,22.569117,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.38306,26.762215,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.001801,24.698086,2019,200,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.639075,22.838221,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.314651,17.730772,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.671347,18.093887,2019,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.00898,20.695679,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.54672,15.572744,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.431027,23.315272,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.639075,22.838221,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.046439,14.263119,2019,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.54666,15.572778,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.803291,12.49572,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.149855,21.412961,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.657371,17.858331,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.770556,30.7575,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.921667,12.789321,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.965413,16.734122,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.149855,21.412961,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.635283,27.419744,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.894888,19.923377,2019,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.26342,28.033915,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.595968,28.915742,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.663441,23.428531,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.429896,17.540301,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.156545,12.912946,2019,25,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.965926,31.44368,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.184109,22.314208,2019,60,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.149855,21.412961,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.206584,18.8653,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.663441,23.428531,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.81205,18.056625,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.129652,27.416927,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.687191,22.466511,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.255864,28.404328,2019,21,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.457469,8.154194,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.990469,28.466538,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.997065,30.261979,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.113291,15.116846,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.112324,28.6324,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.313312,17.510834,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.564911,24.896948,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.687192,22.466511,2019,68,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.82504,22.700059,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.149139,16.809006,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.973189,16.721459,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.882599,11.37409,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.344101,19.906065,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.02014,29.687236,2019,30,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.564911,24.896948,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.882599,11.37409,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.552826,12.866306,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.630943,12.352861,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.193321,10.59512,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.578651,13.068133,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.524972,17.432374,2019,70,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.747205,17.44347,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.635741,17.633392,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.504796,15.861863,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.504749,15.861852,2019,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.673438,24.533584,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.402849,15.737038,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.450634,13.644526,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.975019,21.421831,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.270507,11.097096,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.814121,22.524966,2019,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.623891,23.883391,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.086697,17.120854,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.012225,26.751213,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.01356,26.777711,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.836667,13.251111,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.205778,17.908617,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.205055,17.885201,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.077418,23.233652,2019,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.007529,16.589501,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.587652,14.838071,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.286465,21.178153,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.168376,21.5137,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.898217,11.322877,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.576587,15.405111,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.098843,11.003628,2019,1,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.377662,27.688797,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.906744,28.417998,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.96332,22.553617,2019,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.203303,14.350964,2019,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.118302,22.901748,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.618311,13.071316,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.137058,14.226602,2019,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.966209,27.966829,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.082565,13.335465,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.96332,22.553617,2019,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.588337,23.610775,2019,98,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.94165,27.778177,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.510985,17.981046,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.62119,12.234664,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.411163,22.713726,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.491655,13.278602,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.30703,26.727031,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.267285,21.168715,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.374801,29.049012,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.621185,12.234629,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.238823,19.776577,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.428857,23.179559,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.769107,22.610588,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.963227,22.553577,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.5696,28.125062,2019,98,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.880721,25.154454,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.621185,12.234629,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.505493,8.150396,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.916517,23.462185,2019,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.814425,22.524632,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.23639,13.01671,2019,198,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.552293,23.037964,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.552494,23.037775,2019,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.552378,23.036906,2019,357,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.55246,23.037761,2019,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.552767,14.779352,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.787379,11.092516,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.034446,30.469981,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.47132,14.79622,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.372686,12.776834,2019,42,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.964233,27.206173,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.880412,18.45245,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.407361,10.541467,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.585899,22.011071,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.143522,20.289544,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.27668,18.786293,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.833025,24.481135,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.586455,16.534763,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.171837,16.90547,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.572929,17.33502,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.407361,10.541467,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.848542,25.412703,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.725811,24.566036,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.848542,25.412703,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.167226,9.60217,2019,184,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.76139,31.232668,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.654861,28.824121,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.839832,18.526547,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.132883,23.861393,2019,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.934676,19.129479,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.563168,20.287794,2019,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.132728,23.861737,2019,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.6075,28.1925,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.789809,21.227059,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.907478,21.251463,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.344619,15.339116,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.446414,12.845218,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.145152,13.446915,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.132858,23.8613,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.67826,26.508872,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.243611,14.251667,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.848924,25.413728,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.873387,17.064602,2019,68,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.839832,18.526547,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.175451,26.749945,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.74412,22.292589,2019,21,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.934676,19.129479,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.866247,16.291161,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.040669,28.76523,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.838043,13.775687,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.14856,27.634277,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.607992,17.428941,2019,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.577209,13.069147,2019,305,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.728429,11.197349,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.726104,11.245305,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.238396,11.504776,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.812956,11.237044,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.865066,11.233123,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.88855,11.224587,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.855495,11.230679,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.57384,13.066,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.033802,10.655112,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.44635,10.773923,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.880721,25.154454,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.431913,17.188641,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.390316,29.779678,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.101284,10.260202,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.686359,10.509425,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.382778,25.542565,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.947729,17.727699,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.744316,22.653847,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.744316,22.653847,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.104091,26.686927,2019,31,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.474167,13.630556,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.662018,19.586648,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.338128,23.396011,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.997596,15.860555,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.018338,22.874282,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.524797,19.984634,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.104092,26.686918,2019,20,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.528253,17.440856,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.906212,18.533747,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.363235,19.881552,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.653027,28.823315,2019,17,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.080998,21.131681,2019,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.543137,14.681954,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.507656,12.944462,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.609645,14.670264,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.338128,23.396011,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.061742,19.186232,2019,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.396946,15.952723,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.737615,11.253012,2019,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.249779,25.381048,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.209709,28.708029,2019,116,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.44536,17.535099,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.524797,19.984634,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.653124,28.823346,2019,21,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.201673,12.88899,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.382778,25.542565,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.500121,11.961792,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.778978,26.968453,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.720512,27.116189,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.151443,15.883617,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.223875,15.996915,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.441905,17.440828,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.259732,16.108288,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.047002,26.894124,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.318081,11.069834,2019,37,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.539835,23.195495,2019,6,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.883713,26.696276,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.647498,14.779383,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.08199,21.412015,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.892189,26.743359,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.193,27.248132,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.647498,14.779383,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.076258,21.397535,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.94224,11.017851,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.898345,19.122801,2019,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.411982,28.98738,2019,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.364083,20.909132,2019,39,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.643283,12.311901,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.469466,20.700073,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.825061,20.29443,2019,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.642897,12.311779,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.414721,17.399359,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.945,22.096667,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.539611,21.05012,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.380351,11.084033,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.690833,30.709167,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.044073,30.249947,2019,25,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.522306,28.419418,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.047368,30.253333,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.03549,28.816932,2019,2,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.890486,26.743495,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.384342,26.218207,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.893845,26.744898,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.36772,19.784578,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.736974,10.896551,2019,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.0982,9.79631,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.269125,28.374551,2019,26,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.58,18.2,2019,NA,"PRESERVED_SPECIMEN"
"Parthenium hysterophorus",74.457964,19.09181,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.908406,22.273396,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.15055,12.279354,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.484978,18.970036,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.486031,18.970829,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.693177,25.467087,2019,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.608955,13.418875,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.847903,25.456553,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.847903,25.456553,2019,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.029537,22.506928,2019,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.01941,18.109936,2019,23,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.670923,11.313455,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.54214,20.072371,2019,NA,"HUMAN_OBSERVATION"
