"species","decimalLongitude","decimalLatitude","year","coordinateUncertaintyInMeters","basisOfRecord"
"Parthenium hysterophorus",79.535893,13.478202,2019,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.048782,20.217384,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.094567,13.21437,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.585707,13.986745,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.510328,19.541997,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.972802,10.997398,2019,110,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.070649,26.7795,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.829238,25.995865,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.384529,21.871557,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.867989,29.877037,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.405855,19.361801,2019,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.854058,10.436965,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.510328,19.541997,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.938125,13.836574,2019,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.200652,31.455509,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.12784,28.451472,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.991965,31.443188,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.774981,25.428048,2019,37,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.909946,19.624169,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.541498,25.370898,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.134568,11.021294,2019,19,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.492002,11.501468,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.853054,25.461025,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.672487,19.585957,2019,44,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.540353,20.020753,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.853046,25.461153,2019,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.46363,22.44179,2019,105,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.990289,25.302483,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",92.748116,24.701126,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",92.751907,24.686029,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.79528,10.951783,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.580987,28.92582,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.190137,23.125002,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.103206,22.966202,2018,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.844205,30.35843,2018,17,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",88.378381,22.919725,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.037155,11.033663,2018,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.766726,30.00954,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.766778,30.009491,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.163899,20.18845,2018,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.150932,12.978563,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.651634,28.826115,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.766313,30.009678,2018,24,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.15958,12.998473,2018,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.948389,10.100537,2018,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.660899,13.090956,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.956081,27.849072,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",86.265288,26.421908,2018,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.039703,19.06632,2018,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.8325,16.382222,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.190824,23.57904,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.376785,27.826811,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.697298,29.092944,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.718268,29.087489,2018,15,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.532948,12.90275,2018,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.994875,24.457839,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.442608,19.579397,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.812122,25.610121,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.660481,15.604986,2018,20,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.113462,28.739028,2018,24,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.617689,27.559754,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.660469,15.605033,2018,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.50837,12.033872,2018,16,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.789474,11.095321,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.785782,11.092623,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.756639,20.290607,2018,16,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.198988,21.178303,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.678324,16.717193,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.814018,23.30088,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.756539,20.290658,2018,24,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.829515,23.312189,2018,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.829515,23.312189,2018,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.723512,12.87705,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.723512,12.87705,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.998763,20.18369,2018,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.907275,18.116124,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.426427,20.830676,2018,14,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.749999,19.123309,2018,25,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.573868,25.454501,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.723512,12.87705,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.647568,28.826223,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.302205,23.426857,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.933568,27.584235,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.838507,27.069418,2018,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.421234,23.560129,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.421234,23.560129,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.30178,12.568837,2018,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.519224,30.956735,2018,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.933544,27.584333,2018,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.751262,26.921305,2018,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.494562,28.463467,2018,15,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.990116,16.884056,2018,14,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.000539,30.272547,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.51661,29.314258,2018,23,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.661046,16.522314,2018,16,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.628334,21.30611,2018,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.742841,21.767115,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.551733,30.69563,2018,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.540061,13.322871,2018,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.234713,16.810505,2018,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",87.742841,21.767115,2018,10,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",83.057724,24.794915,2018,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",74.55178,30.695668,2018,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.772144,18.631586,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.076853,12.135391,2018,17,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",69.99831,21.604103,2018,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.007448,16.722317,2018,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.234732,16.810495,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",72.981376,23.536903,2018,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.540062,13.322843,2018,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.398042,15.442297,2018,14,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.789425,21.150159,2018,16,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",69.8378,22.3717,2017,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.43185,26.066524,2017,977,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.605737,12.981527,2017,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.630836,13.038934,2017,24,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",84.287649,26.402032,2017,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",69.8396,22.3684,2017,5,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.888908,20.587591,2017,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.60887,12.275592,2017,18,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",70.869294,22.86183,2017,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.890358,18.532431,2017,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",85.183823,25.599614,2017,23,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.784801,17.87667,2017,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.784801,17.87667,2017,9,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.342832,21.402796,2017,8,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.162842,28.644352,2017,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",81.342875,21.402772,2017,4,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.301481,17.360238,2017,31,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",69.837,22.3708,2017,65,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.926192,26.927672,2017,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.906133,21.901386,2017,12,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.382988,13.210603,2017,7,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.926192,26.927672,2017,22,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.883942,17.964546,2017,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.617012,17.228132,2017,11,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",75.856554,17.836264,2017,3,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",69.8385,22.3683,2016,92,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.418358,10.779475,2016,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.768099,30.763656,2016,49,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",82.99034,18.280568,2016,196,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.263039,23.31238,2016,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.249826,30.6238,2016,13,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.736969,22.744108,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.563884,29.878825,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.571061,29.920831,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.590872,29.949966,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.615783,29.962219,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.536832,29.847072,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.516792,29.827681,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.409642,29.797036,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.408529,29.797456,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.492191,29.797424,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",80.469906,29.800972,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.788597,18.558689,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.35215,26.037777,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.073799,28.638754,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.776161,18.567854,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.578743,13.067716,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.6194,13.062634,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.587776,20.712366,2015,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",78.314473,30.14822,2014,15,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.046051,28.59214,2014,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.065722,19.055801,2014,211,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.045776,21.129341,2014,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.809837,11.912201,2014,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.620255,13.06445,2013,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.749947,12.9698,2013,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.665344,11.60045,2013,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.585716,12.910491,2013,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.8507,18.531057,2012,250,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",73.8507,18.531057,2012,250,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",77.607597,13.085397,2012,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.0193,30.066753,2011,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",92.77549,26.825659,2010,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",79.7659,11.9523,2009,NA,"PRESERVED_SPECIMEN"
"Parthenium hysterophorus",77.547783,13.125712,2005,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.990486,29.685694,2004,NA,"HUMAN_OBSERVATION"
"Parthenium hysterophorus",76.4742,15.3193,1996,NA,"PRESERVED_SPECIMEN"
"Parthenium hysterophorus",77.97496,30.286517,1993,NA,"PRESERVED_SPECIMEN"
